Course ID;Course Name;Course Short Name;Subject Name;University Name ;City Name;Teaching languages Instruction;Required German language;Required English language;Beginning;Duration of Programme;Tuition Fees;Course Details Link
4539;BA Interior Architecture/Interior Design;BA Interior Architecture/Interior Design;Design;Berlin International University of Applied Sciences;Berlin;English;None;None;Winter semester;6 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4539/
3930;BA International Business – Intercultural Studies (IBIS);BA International Business – Intercultural Studies (IBIS);Business and Economics;Heilbronn University of Applied Sciences;Heilbronn;German, English, French, Russian, Spanish, Other teaching language;None;None;Winter semester, Summer semester;7 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3930/
3832;BA International Management;BA International Management;Business and Economics;Deggendorf Institute of Technology;Deggendorf;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3832/
6453;BA International Management Studies in the Baltic Sea Region (BMS);BA International Management (BMS);Business and Economics;Stralsund University of Applied Sciences;Stralsund;English;None;None;Winter semester;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6453/
4595;BA International Tourism Management / Health & Medical Tourism;BA Intl. Tourism Management / Health & Medical Tourism;Business and Economics;Deggendorf Institute of Technology;Pfarrkirchen;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4595/
6403;BA Management in International Business;BA Management in International Business;Business and Economics;University of Applied Management Studies;Mannheim;English;None;None;Winter semester, Summer semester;6 semesters;3540;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6403/
4762;Bachelor Electrical Engineering/Elektrotechnik (BEng);Bachelor Electrical Engineering/Elektrotechnik (BEng);Electrical Engineering;HTW Dresden - University of Applied Sciences;Dresden;German, English;None;None;Winter semester;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4762/
6971;Bachelor German as a Second/Foreign Language - BA Deutsch als Zweit-/Fremdsprache;BA GFL/DaZ/DaF;German Language and Literature (German, Germanic Languages except English);University of Education Freiburg;Freiburg im Breisgau;German, English;None;None;Winter semester;6 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6971/
4380;Bachelor in Business Administration (BSc);Bachelor in Business Administration (BSc);Business and Economics;Frankfurt School of Finance & Management;Frankfurt am Main;English;None;None;Winter semester;7 semesters;7700;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4380/
4392;Bachelor in Business Administration – International Management;Bachelor in Business Administration – International Management;Business and Economics;Kühne Logistics University;Hamburg;English;None;None;Winter semester;6 semesters;6190;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4392/
7162;Bachelor in Computational Business Analytics (BSc);Bachelor in Computational Business Analytics (BSc);Mathematics, Natural Sciences in general;Frankfurt School of Finance & Management;Frankfurt am Main;English;None;None;Winter semester;7 semesters;7700;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7162/
3635;Bachelor in European Economic Studies (BSc in EES);Bachelor in European Economic Studies (BSc in EES);Business and Economics;University of Bamberg;Bamberg;German, English;None;None;Winter semester, Summer semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3635/
7163;Bachelor in Management, Philosophy and Economics (BSc);Bachelor in Management, Philosophy and Economics (BSc);Business and Economics;Frankfurt School of Finance & Management;Frankfurt am Main;English;None;None;Winter semester;7 semesters;7700;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7163/
6120;Bachelor of Arts Animation and Game;Bachelor of Arts Animation and Game;Design;Darmstadt University of Applied Sciences;Dieburg;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6120/
4828;Bachelor of Arts in Business Management and Psychology (BMP);Business Management and Psychology (BMP);Business and Economics;Furtwangen University;Villingen-Schwenningen;German, English;None;None;Summer semester;7 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4828/
3642;Bachelor of Arts in European Studies / Bachelor of Arts in European Studies (Major);BA European Studies / BA European Studies (Major);Languages and Cultural Studies in general;University of Passau;Passau;German, English, French, Italian, Russian, Spanish, Other teaching language;None;None;Winter semester, Summer semester;6 semesters, 8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3642/
7710;Bachelor of Arts in Fashion & Design Management;Bachelor of Arts in Fashion & Design Management;Design;Hochschule Fresenius - University of Applied Sciences;Berlin;English;None;None;Winter semester;7 semesters;4500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7710/
5617;Bachelor of Arts in Fashion Design;Bachelor of Arts in Fashion Design;Design;Hochschule Fresenius - University of Applied Sciences;Berlin;English;None;None;Winter semester;7 semesters;4500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5617/
4128;Bachelor of Arts in Global Economics and Management;BA in Global Economics and Management;Business and Economics;Jacobs University Bremen;Bremen;English;None;None;Winter semester;6 semesters;10000;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4128/
6285;Bachelor of Arts in Governance and Public Policy;BA Governance and Public Policy;Political Science;University of Passau;Passau;German;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6285/
5274;Bachelor of Arts in International Business (Internationale Betriebswirtschaft, IBW);Bachelor of Arts in International Business (IBW);Business and Economics;Furtwangen University;Villingen-Schwenningen;German, English, Chinese, French, Spanish;None;None;Winter semester, Summer semester;7 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5274/
4631;Bachelor of Arts in International Business Administration;BA in International Business Administration;Business and Economics;Jacobs University Bremen;Bremen;English;None;None;Winter semester;6 semesters;10000;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4631/
3675;Bachelor of Arts in International Business Management (IBM);International Business Management (IBM);Business and Economics;Furtwangen University;Villingen-Schwenningen;English;None;None;Winter semester;7 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3675/
3643;Bachelor of Arts in International Cultural and Business Studies;BA International Cultural and Business Studies;Languages and Cultural Studies in general;University of Passau;Passau;German, English, Chinese, French, Italian, Russian, Spanish, Other teaching language;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3643/
4048;Bachelor of Arts in International Relations: Politics and History;BA in International Relations: Politics and History;Social Science;Jacobs University Bremen;Bremen;English;None;None;Winter semester;6 semesters;10000;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4048/
4612;Bachelor of Arts in North American Studies;Bachelor of Arts in North American Studies;English Studies, American Studies;Freie Universität Berlin;Berlin;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4612/
3592;Bachelor of Arts in Society, Media and Politics;BA in Society, Media and Politics;Social Science;Jacobs University Bremen;Bremen;English;None;None;Winter semester;6 semesters;10000;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3592/
7673;Bachelor of Engineering in Chemical Engineering;Bachelor of Engineering in Chemical Engineering;Chemistry;Technical University Munich;Singapore;English;None;None;Winter semester;8 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7673/
3998;Bachelor of Engineering in Electrical Engineering;Bachelor of Engineering in Electrical Engineering;Electrical Engineering;FH Aachen University of Applied Sciences;Jülich;German;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3998/
7674;Bachelor of Engineering in Electronics & Data Engineering;Bachelor of Engineering in Electronics & Data Engineering;Electrical Engineering;Technical University Munich;Singapore;English;None;None;Winter semester;8 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7674/
3772;Bachelor of Engineering in Engineering Physics;Bachelor of Engineering in Engineering Physics;Physics, Astronomy;Carl von Ossietzky University of Oldenburg;Oldenburg;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3772/
4009;Bachelor of Engineering in Mechanical Engineering;Bachelor of Engineering in Mechanical Engineering;Mechanical Engineering / Process Engineering;FH Aachen University of Applied Sciences;Jülich;German;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4009/
4008;Bachelor of Engineering in Medical Engineering;Bachelor of Engineering in Medical Engineering;Engineering in general;FH Aachen University of Applied Sciences;Jülich;German;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4008/
